SerialNumber,DeviceUUID,OperatingSystem,OSVersion,KernelVersion,MacId,IMEI,ShippingDate,MicroControllerChipNumber,NetworkType,CommunicationProtocol,DataProtocol,IsWifiSupportAvailable,isStreamingMediaSupportAvailable,sensorType,FirmwareVersion,IsCertificateAdded,CertificatePath,IsL3,IsCapableOfPatching
SN23010001248,c928a897-e210-4d4a-9eca-508d15ddd941,TINYOS,1.6.0.0,1.6.0.0,c928a897-e210-4d4a-9eca-508d15ddd941,c928a897-e210-4d4a-9eca-508d15ddd941,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001249,f7ce0db3-3f16-4dca-91aa-2dbfc188bd47,TINYOS,1.6.0.0,1.6.0.0,f7ce0db3-3f16-4dca-91aa-2dbfc188bd47,f7ce0db3-3f16-4dca-91aa-2dbfc188bd47,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001250,b3ead728-0b09-4ccd-93a8-71449f73f055,TINYOS,1.6.0.0,1.6.0.0,b3ead728-0b09-4ccd-93a8-71449f73f055,b3ead728-0b09-4ccd-93a8-71449f73f055,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001251,a771d1c5-d0f1-4b43-916d-6f6db7b5b594,TINYOS,1.6.0.0,1.6.0.0,a771d1c5-d0f1-4b43-916d-6f6db7b5b594,a771d1c5-d0f1-4b43-916d-6f6db7b5b594,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001252,8005da6f-3467-48a6-9fdc-c0a4cf07a9bf,TINYOS,1.6.0.0,1.6.0.0,8005da6f-3467-48a6-9fdc-c0a4cf07a9bf,8005da6f-3467-48a6-9fdc-c0a4cf07a9bf,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001253,863dd0a2-3276-4078-a0ff-d6d2099b1220,TINYOS,1.6.0.0,1.6.0.0,863dd0a2-3276-4078-a0ff-d6d2099b1220,863dd0a2-3276-4078-a0ff-d6d2099b1220,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001254,00ca04ee-6faf-4129-838c-5b2613213d9a,TINYOS,1.6.0.0,1.6.0.0,00ca04ee-6faf-4129-838c-5b2613213d9a,00ca04ee-6faf-4129-838c-5b2613213d9a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001255,8200c623-78c0-4cbf-b017-a16ecbb27d0b,TINYOS,1.6.0.0,1.6.0.0,8200c623-78c0-4cbf-b017-a16ecbb27d0b,8200c623-78c0-4cbf-b017-a16ecbb27d0b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001256,173ad1ee-68c2-4801-b9d3-dec04bbb2453,TINYOS,1.6.0.0,1.6.0.0,173ad1ee-68c2-4801-b9d3-dec04bbb2453,173ad1ee-68c2-4801-b9d3-dec04bbb2453,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001257,9d327694-3c85-4c7a-ad17-e4909657e866,TINYOS,1.6.0.0,1.6.0.0,9d327694-3c85-4c7a-ad17-e4909657e866,9d327694-3c85-4c7a-ad17-e4909657e866,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001258,4041b901-301b-4534-80a2-faa24647e8d0,TINYOS,1.6.0.0,1.6.0.0,4041b901-301b-4534-80a2-faa24647e8d0,4041b901-301b-4534-80a2-faa24647e8d0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001259,f3aac694-c43e-45dd-8cf0-c642a571039a,TINYOS,1.6.0.0,1.6.0.0,f3aac694-c43e-45dd-8cf0-c642a571039a,f3aac694-c43e-45dd-8cf0-c642a571039a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001260,41b62682-d8e6-418b-bfb1-6b63d2d1338b,TINYOS,1.6.0.0,1.6.0.0,41b62682-d8e6-418b-bfb1-6b63d2d1338b,41b62682-d8e6-418b-bfb1-6b63d2d1338b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001261,f9fb3aa2-1a60-41ac-8c99-6d0e71b59871,TINYOS,1.6.0.0,1.6.0.0,f9fb3aa2-1a60-41ac-8c99-6d0e71b59871,f9fb3aa2-1a60-41ac-8c99-6d0e71b59871,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001262,b9ca61ba-ebec-4574-b3f7-1f8d1ccc5def,TINYOS,1.6.0.0,1.6.0.0,b9ca61ba-ebec-4574-b3f7-1f8d1ccc5def,b9ca61ba-ebec-4574-b3f7-1f8d1ccc5def,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001263,3e9e48e5-b850-491c-95c5-05b9d2a879e5,TINYOS,1.6.0.0,1.6.0.0,3e9e48e5-b850-491c-95c5-05b9d2a879e5,3e9e48e5-b850-491c-95c5-05b9d2a879e5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001264,066ad6ae-a0a4-48e2-9e4a-94e9d2adf214,TINYOS,1.6.0.0,1.6.0.0,066ad6ae-a0a4-48e2-9e4a-94e9d2adf214,066ad6ae-a0a4-48e2-9e4a-94e9d2adf214,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001265,411d4c8e-01d0-423e-bfa4-152eef02e0d1,TINYOS,1.6.0.0,1.6.0.0,411d4c8e-01d0-423e-bfa4-152eef02e0d1,411d4c8e-01d0-423e-bfa4-152eef02e0d1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001266,cbd61a04-090f-45e4-81af-eb30b82ada4d,TINYOS,1.6.0.0,1.6.0.0,cbd61a04-090f-45e4-81af-eb30b82ada4d,cbd61a04-090f-45e4-81af-eb30b82ada4d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001267,f667a714-a484-47dd-a466-22ee99423942,TINYOS,1.6.0.0,1.6.0.0,f667a714-a484-47dd-a466-22ee99423942,f667a714-a484-47dd-a466-22ee99423942,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001268,0971b234-75ba-4b06-9fcb-cfdcac98e936,TINYOS,1.6.0.0,1.6.0.0,0971b234-75ba-4b06-9fcb-cfdcac98e936,0971b234-75ba-4b06-9fcb-cfdcac98e936,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001269,a73df28a-ca90-4563-a266-0a70efc21c20,TINYOS,1.6.0.0,1.6.0.0,a73df28a-ca90-4563-a266-0a70efc21c20,a73df28a-ca90-4563-a266-0a70efc21c20,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001270,e5d39d71-8559-4b87-8325-803cccfb8345,TINYOS,1.6.0.0,1.6.0.0,e5d39d71-8559-4b87-8325-803cccfb8345,e5d39d71-8559-4b87-8325-803cccfb8345,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001271,2e5123ab-2b81-4348-8dc8-bebb662c98aa,TINYOS,1.6.0.0,1.6.0.0,2e5123ab-2b81-4348-8dc8-bebb662c98aa,2e5123ab-2b81-4348-8dc8-bebb662c98aa,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001272,d5b5ade7-cb11-4025-9e44-333638e233c2,TINYOS,1.6.0.0,1.6.0.0,d5b5ade7-cb11-4025-9e44-333638e233c2,d5b5ade7-cb11-4025-9e44-333638e233c2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001273,b6288578-107f-46ef-bf99-56d0be744a5a,TINYOS,1.6.0.0,1.6.0.0,b6288578-107f-46ef-bf99-56d0be744a5a,b6288578-107f-46ef-bf99-56d0be744a5a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001274,f27bc131-24ce-4529-913c-54619743218c,TINYOS,1.6.0.0,1.6.0.0,f27bc131-24ce-4529-913c-54619743218c,f27bc131-24ce-4529-913c-54619743218c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001275,a04b37a4-e090-42f1-b842-d655288c587f,TINYOS,1.6.0.0,1.6.0.0,a04b37a4-e090-42f1-b842-d655288c587f,a04b37a4-e090-42f1-b842-d655288c587f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001276,fb8a07c1-2b28-44d4-af45-018dc29c97f9,TINYOS,1.6.0.0,1.6.0.0,fb8a07c1-2b28-44d4-af45-018dc29c97f9,fb8a07c1-2b28-44d4-af45-018dc29c97f9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001277,01e62507-6ab4-43ec-be27-0209846064f0,TINYOS,1.6.0.0,1.6.0.0,01e62507-6ab4-43ec-be27-0209846064f0,01e62507-6ab4-43ec-be27-0209846064f0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001278,7db148c9-bb9e-4eda-8059-74c85c88a529,TINYOS,1.6.0.0,1.6.0.0,7db148c9-bb9e-4eda-8059-74c85c88a529,7db148c9-bb9e-4eda-8059-74c85c88a529,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001279,b3cd9162-b0e3-446d-b517-78c417f86eab,TINYOS,1.6.0.0,1.6.0.0,b3cd9162-b0e3-446d-b517-78c417f86eab,b3cd9162-b0e3-446d-b517-78c417f86eab,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001280,aa63dfe6-fb4c-45ce-8f11-c5fd9ad77b9d,TINYOS,1.6.0.0,1.6.0.0,aa63dfe6-fb4c-45ce-8f11-c5fd9ad77b9d,aa63dfe6-fb4c-45ce-8f11-c5fd9ad77b9d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001281,8bc56f5b-ca60-448e-9211-9baa7a6de4fd,TINYOS,1.6.0.0,1.6.0.0,8bc56f5b-ca60-448e-9211-9baa7a6de4fd,8bc56f5b-ca60-448e-9211-9baa7a6de4fd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001282,f6bd899e-40b4-4178-bdc7-cc6ede1b6c69,TINYOS,1.6.0.0,1.6.0.0,f6bd899e-40b4-4178-bdc7-cc6ede1b6c69,f6bd899e-40b4-4178-bdc7-cc6ede1b6c69,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001283,1af39d06-d573-45af-ae36-adb8a50a1d30,TINYOS,1.6.0.0,1.6.0.0,1af39d06-d573-45af-ae36-adb8a50a1d30,1af39d06-d573-45af-ae36-adb8a50a1d30,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001284,a6397426-8949-44b9-83b7-56a86b9c37f4,TINYOS,1.6.0.0,1.6.0.0,a6397426-8949-44b9-83b7-56a86b9c37f4,a6397426-8949-44b9-83b7-56a86b9c37f4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001285,c9baac6a-850d-4d73-a54f-e2851cd3f402,TINYOS,1.6.0.0,1.6.0.0,c9baac6a-850d-4d73-a54f-e2851cd3f402,c9baac6a-850d-4d73-a54f-e2851cd3f402,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001286,6512b3a9-730d-41ce-b361-02f84741a41c,TINYOS,1.6.0.0,1.6.0.0,6512b3a9-730d-41ce-b361-02f84741a41c,6512b3a9-730d-41ce-b361-02f84741a41c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001287,11003adb-25c4-42d4-80fb-02897cf60b7e,TINYOS,1.6.0.0,1.6.0.0,11003adb-25c4-42d4-80fb-02897cf60b7e,11003adb-25c4-42d4-80fb-02897cf60b7e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001288,4b127d2e-4224-4253-9d19-22c4fb289386,TINYOS,1.6.0.0,1.6.0.0,4b127d2e-4224-4253-9d19-22c4fb289386,4b127d2e-4224-4253-9d19-22c4fb289386,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001289,6b688b77-32b4-41ba-a6e4-c7f0e9258d99,TINYOS,1.6.0.0,1.6.0.0,6b688b77-32b4-41ba-a6e4-c7f0e9258d99,6b688b77-32b4-41ba-a6e4-c7f0e9258d99,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001290,598b8626-fac0-435e-9ff9-ad020501a911,TINYOS,1.6.0.0,1.6.0.0,598b8626-fac0-435e-9ff9-ad020501a911,598b8626-fac0-435e-9ff9-ad020501a911,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001291,1a2c62d6-7a5b-4ec3-8b22-fdbd6956d777,TINYOS,1.6.0.0,1.6.0.0,1a2c62d6-7a5b-4ec3-8b22-fdbd6956d777,1a2c62d6-7a5b-4ec3-8b22-fdbd6956d777,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001292,10d9af50-aa41-4fb3-8f74-314ae7744fed,TINYOS,1.6.0.0,1.6.0.0,10d9af50-aa41-4fb3-8f74-314ae7744fed,10d9af50-aa41-4fb3-8f74-314ae7744fed,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001293,57161a97-f750-407a-8f23-0f24f84de29a,TINYOS,1.6.0.0,1.6.0.0,57161a97-f750-407a-8f23-0f24f84de29a,57161a97-f750-407a-8f23-0f24f84de29a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001294,087e08c9-eb8d-4bac-86f3-01d856395701,TINYOS,1.6.0.0,1.6.0.0,087e08c9-eb8d-4bac-86f3-01d856395701,087e08c9-eb8d-4bac-86f3-01d856395701,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001295,e7c50ef1-b912-4687-8cd0-b2404d415b62,TINYOS,1.6.0.0,1.6.0.0,e7c50ef1-b912-4687-8cd0-b2404d415b62,e7c50ef1-b912-4687-8cd0-b2404d415b62,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001296,98e0fdb6-d1ea-4aa7-9eb9-4ae95cde2185,TINYOS,1.6.0.0,1.6.0.0,98e0fdb6-d1ea-4aa7-9eb9-4ae95cde2185,98e0fdb6-d1ea-4aa7-9eb9-4ae95cde2185,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001297,7a50f070-8eaa-46c0-9b27-48d507231bf1,TINYOS,1.6.0.0,1.6.0.0,7a50f070-8eaa-46c0-9b27-48d507231bf1,7a50f070-8eaa-46c0-9b27-48d507231bf1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001298,7cdff67f-6ee0-4e00-bef0-4e1d0602c56e,TINYOS,1.6.0.0,1.6.0.0,7cdff67f-6ee0-4e00-bef0-4e1d0602c56e,7cdff67f-6ee0-4e00-bef0-4e1d0602c56e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001299,0e38a1f0-34d3-4d7f-9f9e-2017847aeb95,TINYOS,1.6.0.0,1.6.0.0,0e38a1f0-34d3-4d7f-9f9e-2017847aeb95,0e38a1f0-34d3-4d7f-9f9e-2017847aeb95,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001300,9672ae58-ee1e-4a6a-99d8-6e33d0be4145,TINYOS,1.6.0.0,1.6.0.0,9672ae58-ee1e-4a6a-99d8-6e33d0be4145,9672ae58-ee1e-4a6a-99d8-6e33d0be4145,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001301,cfb7ed76-c28b-4d9e-bd28-d221b31d2ec7,TINYOS,1.6.0.0,1.6.0.0,cfb7ed76-c28b-4d9e-bd28-d221b31d2ec7,cfb7ed76-c28b-4d9e-bd28-d221b31d2ec7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001302,c065221c-504d-45f7-b0bc-b5c4e4585c72,TINYOS,1.6.0.0,1.6.0.0,c065221c-504d-45f7-b0bc-b5c4e4585c72,c065221c-504d-45f7-b0bc-b5c4e4585c72,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001303,37857fd0-abd9-4172-ad98-edcb0f916d4e,TINYOS,1.6.0.0,1.6.0.0,37857fd0-abd9-4172-ad98-edcb0f916d4e,37857fd0-abd9-4172-ad98-edcb0f916d4e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001304,25b49b3d-c794-4b7b-9189-93d79565f1fd,TINYOS,1.6.0.0,1.6.0.0,25b49b3d-c794-4b7b-9189-93d79565f1fd,25b49b3d-c794-4b7b-9189-93d79565f1fd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001305,de470a33-9386-476c-9bd8-e7245d549073,TINYOS,1.6.0.0,1.6.0.0,de470a33-9386-476c-9bd8-e7245d549073,de470a33-9386-476c-9bd8-e7245d549073,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001306,0d9cffba-2b52-4e3b-9b29-a431ce3976f2,TINYOS,1.6.0.0,1.6.0.0,0d9cffba-2b52-4e3b-9b29-a431ce3976f2,0d9cffba-2b52-4e3b-9b29-a431ce3976f2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001307,14822fe5-07f8-456d-90d5-1970ba26984a,TINYOS,1.6.0.0,1.6.0.0,14822fe5-07f8-456d-90d5-1970ba26984a,14822fe5-07f8-456d-90d5-1970ba26984a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001308,9e9d6cbd-1233-451e-8d35-72d5d2a67e7f,TINYOS,1.6.0.0,1.6.0.0,9e9d6cbd-1233-451e-8d35-72d5d2a67e7f,9e9d6cbd-1233-451e-8d35-72d5d2a67e7f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001309,bd3d68a6-1cb9-4c48-b928-b1e7bf1373e4,TINYOS,1.6.0.0,1.6.0.0,bd3d68a6-1cb9-4c48-b928-b1e7bf1373e4,bd3d68a6-1cb9-4c48-b928-b1e7bf1373e4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001310,0bb77106-f2a7-4018-9a9a-73e991645c56,TINYOS,1.6.0.0,1.6.0.0,0bb77106-f2a7-4018-9a9a-73e991645c56,0bb77106-f2a7-4018-9a9a-73e991645c56,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001311,cedbb12d-94e4-4447-96a0-5c985cc2b8de,TINYOS,1.6.0.0,1.6.0.0,cedbb12d-94e4-4447-96a0-5c985cc2b8de,cedbb12d-94e4-4447-96a0-5c985cc2b8de,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001312,fb996361-f244-4621-a09f-d64bce313808,TINYOS,1.6.0.0,1.6.0.0,fb996361-f244-4621-a09f-d64bce313808,fb996361-f244-4621-a09f-d64bce313808,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001313,61b7d4bd-a31a-4f49-9865-20da04d8f3c0,TINYOS,1.6.0.0,1.6.0.0,61b7d4bd-a31a-4f49-9865-20da04d8f3c0,61b7d4bd-a31a-4f49-9865-20da04d8f3c0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001314,82ecffe5-876a-4d28-906b-3bbc3915e7ac,TINYOS,1.6.0.0,1.6.0.0,82ecffe5-876a-4d28-906b-3bbc3915e7ac,82ecffe5-876a-4d28-906b-3bbc3915e7ac,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001315,736a85ad-8c16-4737-82d2-13865e1bfc4d,TINYOS,1.6.0.0,1.6.0.0,736a85ad-8c16-4737-82d2-13865e1bfc4d,736a85ad-8c16-4737-82d2-13865e1bfc4d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001316,1a5d6824-345e-4b7c-b25a-f0cf77ae5155,TINYOS,1.6.0.0,1.6.0.0,1a5d6824-345e-4b7c-b25a-f0cf77ae5155,1a5d6824-345e-4b7c-b25a-f0cf77ae5155,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001317,a2fa2125-6dc9-4d6f-865d-b43bf2baa0ab,TINYOS,1.6.0.0,1.6.0.0,a2fa2125-6dc9-4d6f-865d-b43bf2baa0ab,a2fa2125-6dc9-4d6f-865d-b43bf2baa0ab,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001318,1c9d0534-0e30-4b19-bf71-b9d7935bbcf2,TINYOS,1.6.0.0,1.6.0.0,1c9d0534-0e30-4b19-bf71-b9d7935bbcf2,1c9d0534-0e30-4b19-bf71-b9d7935bbcf2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001319,c8ffed4c-691a-4ce3-8213-54a654712853,TINYOS,1.6.0.0,1.6.0.0,c8ffed4c-691a-4ce3-8213-54a654712853,c8ffed4c-691a-4ce3-8213-54a654712853,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001320,035a2f78-f1f6-435b-861e-5737ddf8f216,TINYOS,1.6.0.0,1.6.0.0,035a2f78-f1f6-435b-861e-5737ddf8f216,035a2f78-f1f6-435b-861e-5737ddf8f216,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001321,14ad33b4-c641-42cc-805c-3abbfd5eda72,TINYOS,1.6.0.0,1.6.0.0,14ad33b4-c641-42cc-805c-3abbfd5eda72,14ad33b4-c641-42cc-805c-3abbfd5eda72,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001322,621b6ae4-cd3f-4962-a713-6af0f5738922,TINYOS,1.6.0.0,1.6.0.0,621b6ae4-cd3f-4962-a713-6af0f5738922,621b6ae4-cd3f-4962-a713-6af0f5738922,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001323,9c823d23-0ab4-4ad3-b4c6-589081c8df51,TINYOS,1.6.0.0,1.6.0.0,9c823d23-0ab4-4ad3-b4c6-589081c8df51,9c823d23-0ab4-4ad3-b4c6-589081c8df51,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001324,f88fb2d0-065a-448c-a8c0-d33b5d60a14a,TINYOS,1.6.0.0,1.6.0.0,f88fb2d0-065a-448c-a8c0-d33b5d60a14a,f88fb2d0-065a-448c-a8c0-d33b5d60a14a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001325,179c2057-5d4e-4f09-a33e-3b3ffd3630f8,TINYOS,1.6.0.0,1.6.0.0,179c2057-5d4e-4f09-a33e-3b3ffd3630f8,179c2057-5d4e-4f09-a33e-3b3ffd3630f8,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
